Region,Site,Patch_id,Species,Patch_coord_lat,Patch_coord_lon,iso_18O_all,iso_13C_all,prod,bowen_18O_annual,bowen_18O_AprSep,bowen_18O_JanApr,bowen_18O_annual.w,bowen_18O_AprSep.w,bowen_18O_JanApr.w,HWT_end_season,elevation,avt,evap,precip,samp_year
"Canada, QC",Sainte-Catherine,1,S.fuscum,46.87275,-71.58688,17.68059701,-30.24719445,294.069355979667,-11.83129577,-8.727542003,-14.84005141,-11.10336475,-8.655455948,-14.61852239,44,169,14.2142120358333,636.65316387,653.2110908,2013
"Canada, QC",Sainte-Catherine,3,S.fuscum,46.87244,-71.58459,19.32836543,-29.33992659,274.649681516667,-11.83129577,-8.727542003,-14.84005141,-11.10336475,-8.655455948,-14.61852239,41,170,14.2142120358333,636.65316387,653.2110908,2013
"Canada, QC",Chute Panet,1,S.magellanicum,46.86933,-71.83963,18.42288557,-30.27780045,149.617834406667,-11.77923071,-8.664223591,-14.78632855,-11.0496661,-8.591336674,-14.56689642,40,154,14.2142120358333,636.65316387,653.2110908,2013
"Canada, QC",Chute Panet,3,S.magellanicum,46.86935,-71.84097,20.03433232,-29.30338568,157.140835116667,-11.77923071,-8.664223591,-14.78632855,-11.0496661,-8.591336674,-14.56689642,13,153,14.2142120358333,636.65316387,653.2110908,2013
"Canada, QC",Chute Panet,1,S.fuscum,46.86933,-71.83963,19.88557214,-28.36696593,210.678697828333,-11.77923071,-8.664223591,-14.78632855,-11.0496661,-8.591336674,-14.56689642,40,154,14.2142120358333,636.65316387,653.2110908,2013
"Canada, QC",Chute Panet,3,S.fuscum,46.86946,-71.84116,20.68114568,-29.55833163,162.7940552,-11.77923071,-8.664223591,-14.78632855,-11.0496661,-8.591336674,-14.56689642,44,153,14.2142120358333,636.65316387,653.2110908,2013
"Canada, QC",Jifi (Haut-Shippagan),1,S.magellanicum,47.74022,-64.74397,19.24577114,-28.85666191,543.63821656,-10.99649986,-8.587543329,-13.59004664,-10.40082,-8.488431867,-13.58331709,36,2,14.8766520181667,574.32023654,526.73598918,2013
"Canada, QC",Jifi (Haut-Shippagan),3,S.magellanicum,47.73974,-64.74535,20.35489378,-28.10318108,281.27388534,-10.99649986,-8.587543329,-13.59004664,-10.40082,-8.488431867,-13.58331709,29,2,14.8766520181667,574.32023654,526.73598918,2013
"Canada, QC",Jifi (Haut-Shippagan),1,S.fuscum,47.74023,-64.744,19.6278607,-30.76647623,349.970276,-10.99649986,-8.587543329,-13.59004664,-10.40082,-8.488431867,-13.58331709,37,2,14.8766520181667,574.32023654,526.73598918,2013
"Canada, QC",Jifi (Haut-Shippagan),3,S.fuscum,47.73974,-64.74535,21.42849014,-27.47002447,389.38428875,-10.99649986,-8.587543329,-13.59004664,-10.40082,-8.488431867,-13.58331709,46,2,14.8766520181667,574.32023654,526.73598918,2013
"Canada, QC",Wilson,1,S.magellanicum,47.93975,-64.52333,20.20199005,-27.12438776,597.69002122,-10.99649986,-8.587543329,-13.59004664,-10.74670061,-8.536662405,-13.53580882,23,3,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Wilson,2,S.magellanicum,47.94001,-64.52363,18.81544566,-24.32157423,131.959660301667,-10.99649986,-8.587543329,-13.59004664,-10.74670061,-8.536662405,-13.53580882,22,4,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Wilson,1,S.fuscum,47.93994,-64.52325,21.10945274,-28.26188533,365.758669483333,-10.99649986,-8.587543329,-13.59004664,-10.74670061,-8.536662405,-13.53580882,41,4,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Wilson,3,S.fuscum,47.93976,-64.52451,21.13132682,-28.6343801,260.83057322,-10.99649986,-8.587543329,-13.59004664,-10.74670061,-8.536662405,-13.53580882,45,5,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Miscou #5,1,S.magellanicum,48.00965,-64.50384,20.75621891,-30.60936544,85.536305742,-11.45823165,-9.018431743,-14.1638763,-11.19650062,-8.956002354,-14.1013464,46,4,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Miscou #5,3,S.magellanicum,48.0094,-64.50822,19.68437026,-26.79914356,,-11.45823165,-9.018431743,-14.1638763,-11.19650062,-8.956002354,-14.1013464,,6,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Miscou #5,1,S.fuscum,48.00965,-64.50381,21.51243781,-28.34860233,327.91592356,-11.45823165,-9.018431743,-14.1638763,-11.19650062,-8.956002354,-14.1013464,51,4,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Miscou #5,3,S.fuscum,48.00935,-64.50826,21.28717754,-28.18984502,176.4458599,-11.45823165,-9.018431743,-14.1638763,-11.19650062,-8.956002354,-14.1013464,26,6,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Coteau road,1,S.magellanicum,47.76706,-64.59446,20.16218905,-26.71730259,74.758386414,-10.99649986,-8.587543329,-13.59004664,-10.74670061,-8.536662405,-13.53580882,8,4,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Coteau road,3,S.magellanicum,47.76645,-64.59482,19.32776935,-27.1485825,115.337579615,-10.99649986,-8.587543329,-13.59004664,-10.74670061,-8.536662405,-13.53580882,6,4,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Coteau road,1,S.fuscum,47.76694,-64.59509,21.75422886,-28.33840033,332.1302194,-10.99649986,-8.587543329,-13.59004664,-10.74670061,-8.536662405,-13.53580882,36,5,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Coteau road,3,S.fuscum,47.76675,-64.59196,21.55747344,-25.98500918,327.31351735,-10.99649986,-8.587543329,-13.59004664,-10.74670061,-8.536662405,-13.53580882,28,5,14.159087116,599.10237861,572.60487974,2013
"Canada, QC",Goulet,1,S.magellanicum,47.71869,-64.68491,19.10646766,-27.80585595,425.69426752,-10.99649986,-8.587543329,-13.59004664,-10.66618719,-8.494163419,-13.62541095,28,2,14.6946299221667,542.63950588,528.41755591,2013
"Canada, QC",Goulet,3,S.magellanicum,47.71889,-64.68486,21.32226859,-29.35012235,168.933333326,-10.99649986,-8.587543329,-13.59004664,-10.66618719,-8.494163419,-13.62541095,25,3,14.6946299221667,542.63950588,528.41755591,2013
"Canada, QC",Goulet,1,S.fuscum,47.71869,-64.68491,21.15024876,-27.94154254,172.52993632,-10.99649986,-8.587543329,-13.59004664,-10.66618719,-8.494163419,-13.62541095,31,2,14.6946299221667,542.63950588,528.41755591,2013
"Canada, QC",Goulet,3,S.fuscum,47.71889,-64.68486,19.96794385,-27.60970636,125.316348193333,-10.99649986,-8.587543329,-13.59004664,-10.66618719,-8.494163419,-13.62541095,34,3,14.6946299221667,542.63950588,528.41755591,2013
"Russia, St-Petersburg region",Vsevolozhsk,1,S.fuscum,60.0642,30.65478,20.37267511,-28.69511075,74.52229299,-12.34130073,-10.25295321,-14.08443928,-11.75847214,-10.04506998,-13.98213892,33,33,14.8003936768333,606.55013807,469.38939162,2013
"Russia, St-Petersburg region",Vsevolozhsk,2,S.magellanicum,60.0642,30.65478,18.83725762,-29.93018271,208.775654633333,-12.34130073,-10.25295321,-14.08443928,-11.75847214,-10.04506998,-13.98213892,23,33,14.8003936768333,606.55013807,469.38939162,2013
"Russia, St-Petersburg region",Vsevolozhsk,3,S.fuscum,60.0642,30.65478,20.41620499,-27.5845667,335.4564756,-12.34130073,-10.25295321,-14.08443928,-11.75847214,-10.04506998,-13.98213892,24,33,14.8003936768333,606.55013807,469.38939162,2013
"Russia, St-Petersburg region",Vsevolozhsk,4,S.magellanicum,60.0642,30.65478,18.95597546,-29.99652955,56.6171266666667,-12.34130073,-10.25295321,-14.08443928,-11.75847214,-10.04506998,-13.98213892,20,33,14.8003936768333,606.55013807,469.38939162,2013
"Russia, St-Petersburg region",Ozernoe mire,7,S.fuscum,60.3518,29.55455,20.57548476,-26.68429111,254.777070066667,-12.40545328,-10.33669154,-14.12879825,-12.25881532,-10.18940503,-14.12619358,22,55,14.6729522686667,597.56047925,404.67576858,2013
"Russia, St-Petersburg region",Ozernoe mire,8,S.fuscum,60.3518,29.55455,20.52997626,-29.19424314,175.513092723333,-12.40545328,-10.33669154,-14.12879825,-12.25881532,-10.18940503,-14.12619358,33,55,14.6729522686667,597.56047925,404.67576858,2013
"Russia, St-Petersburg region",Ozernoe mire,9,S.magellanicum,60.3518,29.55455,20.3914721,-30.21598449,208.067940533333,-12.40545328,-10.33669154,-14.12879825,-12.25881532,-10.18940503,-14.12619358,31,55,14.6729522686667,597.56047925,404.67576858,2013
"Russia, St-Petersburg region",Ozernoe mire,11,S.magellanicum,60.3518,29.55455,18.9193708,-29.47289987,54.77707006,-12.40545328,-10.33669154,-14.12879825,-12.25881532,-10.18940503,-14.12619358,23,55,14.6729522686667,597.56047925,404.67576858,2013
"Russia, St-Petersburg region",Stroganovo,17,S.fuscum,59.28565,30.00917,20.12633558,-30.08839441,245.4352442,-12.24374898,-10.17624823,-13.96874571,-11.65076794,-9.99087528,-13.78049097,20,113,14.2777648933333,584.88076885,476.74658414,2013
"Russia, St-Petersburg region",Stroganovo,18,S.magellanicum,59.28565,30.00917,20.69420261,-29.34326835,103.043170543333,-12.24374898,-10.17624823,-13.96874571,-11.65076794,-9.99087528,-13.78049097,14,113,14.2777648933333,584.88076885,476.74658414,2013
"Russia, St-Petersburg region",Stroganovo,19,S.magellanicum,59.28565,30.00917,19.32499011,-27.9407982,142.675159206667,-12.24374898,-10.17624823,-13.96874571,-11.65076794,-9.99087528,-13.78049097,11,113,14.2777648933333,584.88076885,476.74658414,2013
"Russia, St-Petersburg region",Stroganovo,20,S.fuscum,59.28565,30.00917,19.90670756,-28.83086659,84.92569001,-12.24374898,-10.17624823,-13.96874571,-11.65076794,-9.99087528,-13.78049097,17,113,14.2777648933333,584.88076885,476.74658414,2013
"Russia, St-Petersburg region",Nizhne-Svirsky State Natural Reserve,25,S.fuscum,60.6667,33.0378,20.59626039,-27.5151577,285.350318466667,-12.73295204,-10.47085953,-14.68879914,-12.42618881,-10.35854383,-14.48832067,18,6,14.6347696948333,582.59900273,496.27287365,2013
"Russia, St-Petersburg region",Nizhne-Svirsky State Natural Reserve,26,S.magellanicum,60.6667,33.0378,19.05787495,-28.12452792,147.20452937,-12.73295204,-10.47085953,-14.68879914,-12.42618881,-10.35854383,-14.48832067,28,6,14.6347696948333,582.59900273,496.27287365,2013
"Russia, St-Petersburg region",Nizhne-Svirsky State Natural Reserve,27,S.fuscum,60.6667,33.0378,19.93341907,-28.80126569,271.337579633333,-12.73295204,-10.47085953,-14.68879914,-12.42618881,-10.35854383,-14.48832067,21,6,14.6347696948333,582.59900273,496.27287365,2013
"Russia, St-Petersburg region",Nizhne-Svirsky State Natural Reserve,28,S.magellanicum,60.6667,33.0378,20.507222,-29.51474941,97.66454352,-12.73295204,-10.47085953,-14.68879914,-12.42618881,-10.35854383,-14.48832067,15,6,14.6347696948333,582.59900273,496.27287365,2013
Norway (central),Bjornmyra,1,S.fuscum,63.33621,10.40694,22.14189619,-28.66921743,323.503184733333,-12.44774954,-10.84294287,-13.79943061,-12.3212016,-10.54257051,-13.7407885,26,135,11.4357798263333,480.09408531,760.10175681,2013
Norway (central),Bjornmyra,3,S.fuscum,63.33594,10.40663,22.24032625,-27.7533143,175.55838639,-12.44774954,-10.84294287,-13.79943061,-12.3212016,-10.54257051,-13.7407885,30,136,11.4357798263333,480.09408531,760.10175681,2013
Norway (central),Bjornmyra,5,S.magellanicum,63.33634,10.40525,22.88001091,-29.10386695,205.840056633333,-12.44774954,-10.84294287,-13.79943061,-12.3212016,-10.54257051,-13.7407885,19,134,11.4357798263333,480.09408531,760.10175681,2013
Norway (central),Bjornmyra,8,S.magellanicum,63.33603,10.40395,22.50398331,-28.981134,176.66242035,-12.44774954,-10.84294287,-13.79943061,-12.3212016,-10.54257051,-13.7407885,17,136,11.4357798263333,480.09408531,760.10175681,2013
Norway (central),Tydal,1,S.magellanicum,63.08077,11.40102,19.4,-28.9678637,147.4607219,-13.53549218,-11.75078217,-15.10497403,-13.23961915,-11.42205549,-15.12872825,13,424,9.00432739283333,408.39003508,776.49417578,2013
Norway (central),Tydal,3,S.magellanicum,63.02698,11.39666,20.21263278,-27.33622272,237.757961783333,-13.53549218,-11.75078217,-15.10497403,-13.23961915,-11.42205549,-15.12872825,7,654,9.00432739283333,408.39003508,776.49417578,2013
Norway (central),Tydal,4,S.fuscum,63.0807,11.40076,20.6238806,-27.82134476,329.5541401,-13.53549218,-11.75078217,-15.10497403,-13.23961915,-11.42205549,-15.12872825,28,424,9.00432739283333,408.39003508,776.49417578,2013
Norway (central),Tydal,6,S.fuscum,63.07853,11.39401,21.48254932,-27.1424638,268.662420366667,-13.53549218,-11.75078217,-15.10497403,-13.23961915,-11.42205549,-15.12872825,25,427,9.00432739283333,408.39003508,776.49417578,2013
Norway (central),Hemne,1,S.magellanicum,63.21521,9.01878,22.98363785,-28.98041016,237.197452233333,-12.8928291,-11.23533964,-14.32239819,-12.8214763,-11.00561349,-14.28759339,19,60,10.6173034655,445.12375624,833.27277583,2013
Norway (central),Hemne,2,S.magellanicum,63.21509,9.01931,22.75151745,-29.2707526,169.126680833333,-12.8928291,-11.23533964,-14.32239819,-12.8214763,-11.00561349,-14.28759339,11,60,10.6173034655,445.12375624,833.27277583,2013
Norway (central),Hemne,3,S.fuscum,63.21474,9.02001,22.78456504,-26.80410162,453.033262566667,-12.8928291,-11.23533964,-14.32239819,-12.8214763,-11.00561349,-14.28759339,40,60,10.6173034655,445.12375624,833.27277583,2013
Norway (central),Hemne,6,S.fuscum,63.21375,9.02617,22.33042489,-28.10819906,102.5265393,-12.8928291,-11.23533964,-14.32239819,-12.8214763,-11.00561349,-14.28759339,30,60,10.6173034655,445.12375624,833.27277583,2013
"Canada, ON (N)",MOE MOSS,B,S.fuscum,52.696969,-83.950642,18.2774,-28.2182,179.40976646,-14.28942124,-10.08713214,-18.20754623,-12.38854328,-9.84496172,-17.61968532,,88,10.5993693051667,505.54128295,521.4203977,2014
"Canada, ON (N)",MOE MOSS,E,S.magellanicum,52.696969,-83.950642,15.811,-28.7537,96.96815288,-14.28942124,-10.08713214,-18.20754623,-12.38854328,-9.84496172,-17.61968532,,88,10.5993693051667,505.54128295,521.4203977,2014
"Canada, ON (N)",MOE BOG,B,S.fuscum,52.693756,-83.945183,17.8294,-27.8052,143.0460014,-14.28942124,-10.08713214,-18.20754623,-12.38854328,-9.84496172,-17.61968532,28.8,91,10.5993693051667,505.54128295,521.4203977,2014
"Canada, ON (N)",MOE BOG,D,S.fuscum,52.693756,-83.945183,16.627,-27.9204,70.2717622033333,-14.28942124,-10.08713214,-18.20754623,-12.38854328,-9.84496172,-17.61968532,24.1,160,10.5993693051667,505.54128295,521.4203977,2014
Finland (N),Kaamanen,1,S.fuscum,69.140517,27.27025,20.43659667,-30.15988164,23.979051665,-14.52423056,-12.24797376,-16.26069856,-13.87644424,-12.00031176,-16.05685528,,160,9.59418131536667,426.83262547,406.65814256,2013
Finland (N),Kaamanen,3,S.fuscum,69.141067,27.27215,19.85413505,-31.61421579,30.6795942433333,-14.52423056,-12.24797376,-16.26069856,-13.87644424,-12.00031176,-16.05685528,,170,9.59418131536667,426.83262547,406.65814256,2013
Finland (N),Siikaneva,1,S.fuscum,61.83722,24.169767,22.30642669,-27.91011121,293.366926166667,-12.66687576,-10.70291424,-14.29874992,-12.41823636,-10.5434531,-14.21018052,11,170,13.5291127521667,572.3689322,436.76804548,2013
Finland (N),Siikaneva,3,S.fuscum,61.83722,24.169767,22.30671472,-28.98317357,247.5819769,-12.66687576,-10.70291424,-14.29874992,-12.41823636,-10.5434531,-14.21018052,30,170,13.5291127521667,572.3689322,436.76804548,2013
Finland (N),Siikaneva,1,S.magellanicum,61.83722,24.169767,20.8792837,-31.36792164,36.4047180933333,-12.66687576,-10.70291424,-14.29874992,-12.41823636,-10.5434531,-14.21018052,13,170,13.5291127521667,572.3689322,436.76804548,2013
Finland (N),Siikaneva,3,S.magellanicum,61.83722,24.169767,20.13201821,-32.01295125,71.2064166066667,-12.66687576,-10.70291424,-14.29874992,-12.41823636,-10.5434531,-14.21018052,24,16,13.5291127521667,572.3689322,436.76804548,2013
Finland (N),Siikajoki,2,S.fuscum,64.731505,24.719083,19.8835,-28.0101,264.962491166667,-12.9173034,-10.85292498,-14.49814034,-12.81868491,-10.67410416,-14.33639252,27,16,12.863198853,526.71106898,379.65972829,2013
Finland (N),Siikajoki,4,S.fuscum,64.731505,24.719083,20.1541,-27.2383,317.943382873333,-12.9173034,-10.85292498,-14.49814034,-12.81868491,-10.67410416,-14.33639252,24,16,12.863198853,526.71106898,379.65972829,2013
Finland (N),Siikajoki,2,S.magellanicum,64.731505,24.719083,20.2351,-27.9123,100.65109697,-12.9173034,-10.85292498,-14.49814034,-12.81868491,-10.67410416,-14.33639252,12,16,12.863198853,526.71106898,379.65972829,2013
Finland (N),Siikajoki,4,S.magellanicum,64.731505,24.719083,19.5385,-28.6851,185.902335466667,-12.9173034,-10.85292498,-14.49814034,-12.81868491,-10.67410416,-14.33639252,13,139,12.863198853,526.71106898,379.65972829,2013
Finland (N),Salmisuo,2,S.fuscum,62.78477,30.947475,20.7031,-28.4047,155.343241333333,-13.19835814,-10.9612689,-15.03190231,-12.79862917,-10.86730041,-14.80989278,34,139,12.3662709541667,537.17357124,549.23043866,2013
Finland (N),Salmisuo,4,S.fuscum,62.78477,30.947475,19.3234,-27.0242,281.896673766667,-13.19835814,-10.9612689,-15.03190231,-12.79862917,-10.86730041,-14.80989278,12,139,12.3662709541667,537.17357124,549.23043866,2013
Finland (N),Salmisuo,2,S.magellanicum,62.78477,30.947475,18.534,-29.4529,25.8174097666667,-13.19835814,-10.9612689,-15.03190231,-12.79862917,-10.86730041,-14.80989278,8,139,12.3662709541667,537.17357124,549.23043866,2013
Finland (N),Salmisuo,4,S.magellanicum,62.78477,30.947475,18.4988,-28.0101,54.4968152963333,-13.19835814,-10.9612689,-15.03190231,-12.79862917,-10.86730041,-14.80989278,6,47,12.3662709541667,537.17357124,549.23043866,2013
Japan (NE),East Ochiishi Mire,1,S.fuscum,43.20111,145.51981,23.45723116,-26.95204571,210.0509554,-9.522309979,-8.1341784,-10.89877176,-9.109934805,-8.051386693,-10.33842707,37.3,47,14.0102020268333,498.48788128,567.66645422,2013
Japan (NE),East Ochiishi Mire,3,S.fuscum,43.20111,145.51981,21.84484067,-29.38190904,,-9.522309979,-8.1341784,-10.89877176,-9.109934805,-8.051386693,-10.33842707,31.7,47,14.0102020268333,498.48788128,567.66645422,2013
Japan (NE),East Ochiishi Mire,2,S.magellanicum,43.20111,145.51981,21.30560858,-29.80889705,41.290870485,-9.522309979,-8.1341784,-10.89877176,-9.109934805,-8.051386693,-10.33842707,18.7,47,14.0102020268333,498.48788128,567.66645422,2013
Japan (NE),East Ochiishi Mire,3,S.magellanicum,43.20111,145.51981,21.52996965,-29.71945748,274.1641897,-9.522309979,-8.1341784,-10.89877176,-9.109934805,-8.051386693,-10.33842707,12.3,566,14.0102020268333,498.48788128,567.66645422,2013
"Canada, AB",Wandering River_Control,2,S.magellanicum,55.353942,-112.517692,15.0105,-29.5498,,-19.49440765,-15.47711309,-23.79066324,-18.01925187,-14.97572312,-23.45657407,,566,12.7909077958333,441.28070593,363.93492753,2014
China,Hani,2,S.magellanicum,42.22444444,126.5188611,17.0078,-30.9161,,-12.02024579,-10.1827,-14.19780755,-10.58386255,-10.10246168,-13.71269599,25.95,895,16.292667643,487.10303329,518.26978876,2014
China,Hani,4,S.magellanicum,42.22458333,126.5187222,17.3039,-29.3204,,-12.02024579,-10.1827,-14.19780755,-10.58386255,-10.10246168,-13.71269599,28.18,895,16.292667643,487.10303329,518.26978876,2014
China,Hani,2,S.fuscum,42.22777778,126.5189444,19.4322,-27.014,,-12.02024579,-10.1827,-14.19780755,-10.58386255,-10.10246168,-13.71269599,20.84,894,16.292667643,487.10303329,518.26978876,2014
China,Hani,5,S.fuscum,42.22655556,126.5194167,19.8769,-29.0257,,-12.02024579,-10.1827,-14.19780755,-10.58386255,-10.10246168,-13.71269599,32.46,721,16.292667643,487.10303329,518.26978876,2014
China,Mangui,1,S.magellanicum,52.23944444,122.4344444,17.9829,-29.351,,-17.13990037,-13.17009862,-21.24261713,-13.41740208,-12.74877786,-18.5943259,8.9,719,11.0021453851667,526.80696873,511.6838992,2014
China,Mangui,2,S.magellanicum,52.23952778,122.4345278,17.7034,-28.6668,,-17.13990037,-13.17009862,-21.24261713,-13.41740208,-12.74877786,-18.5943259,8.675,720,11.0021453851667,526.80696873,511.6838992,2014
China,Mangui,2,S.fuscum,52.32711111,122.4428611,18.7434,-29.1695,,-17.14412498,-13.18330177,-21.19556427,-13.62424449,-12.84492704,-18.54873806,49.35,764,12.0563700355,454.52459783,454.88545372,2014
China,Mangui,4,S.fuscum,52.32713889,122.4430278,17.2892,-28.9299,,-17.14412498,-13.18330177,-21.19556427,-13.62424449,-12.84492704,-18.54873806,27.075,764,12.0563700355,454.52459783,454.88545372,2014
"USA, Interior Alaska, Healy",CiPEHR,2,S.fuscum,63.88202,-149.2269,14.7624,-28.104,10.8987968833333,-21.31286224,-18.36019421,-24.48531866,-19.75138158,-17.80036962,-24.65516673,34,671,7.612440999,384.806340135,676.56377435,2014
"USA, Interior Alaska, Healy",CiPEHR,2,S.magellanicum,63.88202,-149.2269,14.2852,-30.237,8.938428875,-21.31286224,-18.36019421,-24.48531866,-19.75138158,-17.80036962,-24.65516673,34,671,7.612440999,384.806340135,676.56377435,2014
